Promo,n,rmspe,rmse,mape,mean_true
0,23581.0,0.13967170184240654,742.3828204201059,9.521041816111989,5891.773800941436
1,16701.0,0.11906731877085773,898.8714136928727,8.37635902038586,8443.315549967068
