Store,rmspe_lgbm,rmspe_prophet,rmse_lgbm,rmse_prophet,mape_lgbm,mape_prophet,winner
1053,0.0904001483673002,0.1423538280329045,745.827241143533,1256.4825411863112,6.19522098756902,11.649466293957795,lgbm
720,0.0904329275245927,0.1088066869576025,629.5328984124311,860.8479712150513,7.551596822995579,8.11814800137429,lgbm
966,0.0904979837874913,0.1236625412665388,416.0120395723231,523.7428493106528,7.629224835700536,9.3485550765213,lgbm
154,0.09055682166195,0.1425332328214869,807.0909885311888,1209.3218417177611,7.002913216428676,12.122271327213353,lgbm
511,0.090591291881547,0.1025774432087628,526.1906538725694,647.1698065901551,7.649365661906907,8.596895488628514,lgbm
773,0.0906089428208844,0.0828630140130372,456.2506670701648,438.3940144583576,7.22874392482526,6.296596367592984,prophet
4,0.0908121476906009,0.1132679245140878,912.2201324433888,1265.77826795728,7.095047803323963,9.598198109397048,lgbm
545,0.0910061002870123,0.1712418439785269,843.5366597157615,1652.8868519876137,6.654147666431015,14.528236003757284,lgbm
1098,0.0911447197584356,0.1248753407159607,421.613748099167,607.2866483396114,7.541240874214569,10.023208627679828,lgbm
990,0.0912470833013438,0.0917826663584113,579.3432332867708,593.1934742485528,7.459811031326518,7.509144684957031,lgbm
799,0.0912828936170065,0.0957328263637776,975.0835016610336,970.995110243194,6.858516615748754,6.692718545373245,lgbm
755,0.091296065120023,0.0995264062730082,962.3315411502016,977.3103845735732,7.297744471962118,7.657416938364499,lgbm
882,0.0913910423531624,0.2269648858912916,549.6370951515528,1255.0522105656073,6.956422777089205,16.89662152617043,lgbm
349,0.0914273723630794,0.0725613080484101,794.4301349503206,594.4448625879899,7.310023509743536,5.769026173215389,prophet
638,0.0914678858936032,0.0951872647242249,551.2402364865934,569.2613594866923,6.909242345143383,7.913340438586111,lgbm
911,0.0915533592832204,0.0997102447547151,865.5550373158792,1056.28947979435,7.47670574039591,8.605286596296484,lgbm
287,0.0915573517143546,0.0923198615454518,760.1872964518374,765.2505178325412,7.109108495534184,7.18200505675402,lgbm
610,0.0915672339500979,0.186193261944989,346.75482968173833,630.54893098038,7.397254287745879,13.65564049258684,lgbm
810,0.0917153932622639,0.1153766855303333,514.0989896745182,622.0787760927274,7.108081553299845,8.450149630792135,lgbm
369,0.0917249392196791,0.1148301344002937,598.9666490181844,735.7455208481136,7.363476931711732,9.440123972721748,lgbm
544,0.0918670098063241,0.1105622509933032,1081.275024992145,1280.6286668924606,6.7253073046271465,7.976635230914182,lgbm
811,0.0919069846507767,0.1241722468459918,384.82511622636673,566.4220269156006,7.870357625980788,10.793796780858484,lgbm
221,0.0919205621949741,0.1068164189326756,583.6769557331102,605.4562051001587,7.361448436086238,8.679177418532008,lgbm
447,0.0919580372780683,0.0950882736308935,501.0738002482407,535.5435689923282,7.28396285645661,7.865130224808964,lgbm
1024,0.0920168994668192,0.1126640307727066,520.3611095790998,602.301077060353,7.734123194484377,8.967341496112699,lgbm
673,0.0922455436492009,0.1197386301097798,687.0995522114918,889.9288663792574,7.307294686140723,10.058182604852515,lgbm
564,0.0922915816969038,0.1499206582818424,536.8891492286186,843.3731306135984,7.226487869687539,11.84285546125214,lgbm
813,0.0923037916476335,0.0970895020749598,580.4675620465856,608.312821799535,7.217064902834876,7.64851718991363,lgbm
273,0.0923697962167605,0.1640524151414661,655.213018260928,1106.2038973334963,7.272067283985212,13.470983931807496,lgbm
355,0.0923795356048017,0.1102089680783718,957.0945782837476,1160.9666393587488,7.718037393090362,9.256535569995298,lgbm
671,0.092439346851251,0.1588303372594355,683.9666007731329,1136.4627505627684,7.137239316539418,13.80881338658449,lgbm
205,0.0925968035299425,0.1111170090835384,616.563718968922,728.8244542981043,7.470565763321087,8.54682400115141,lgbm
794,0.0926552550170623,0.1041832147535638,301.8279291314697,326.8221384138582,7.706848084329552,8.467277558123145,lgbm
792,0.092762811600335,0.1488520841994924,552.18607912493,929.3599599095528,6.874740072424451,11.335341915526758,lgbm
763,0.0927667159831157,0.0963688502408587,570.4576328470182,603.1966636227276,7.272817839280185,7.754918473042776,lgbm
485,0.0928212092208747,0.1463157375449356,507.559535018179,738.7245026128838,7.619583375493791,12.101997385336126,lgbm
414,0.0928469001480874,0.1052442237236756,647.6035896980954,776.4942603730412,7.889923787584138,7.622337054751315,lgbm
929,0.0930118370526455,0.1172366489189484,520.4604423015818,696.3889376547197,7.618911062628947,9.442375390616816,lgbm
336,0.0930800943265177,0.0947268468408795,1005.545788417258,1229.9561251786683,6.052796836990493,8.132540183145599,lgbm
94,0.0931254183125101,0.1557825487118551,621.6340664972099,1004.9259869464582,7.462979270854481,12.907611594104509,lgbm
14,0.0931361834269871,0.1206925896133292,563.6999104467297,774.517438458869,7.852508277133071,9.01578378900538,lgbm
896,0.0931610323927544,0.1054878182807552,677.5709218898019,798.748086406658,7.577106132888402,8.639233411939138,lgbm
255,0.0932088641753481,0.143107204244681,579.9746362310432,828.3379349247036,6.4776770191567286,11.238627225373152,lgbm
1064,0.0932688014673913,0.1250602527455456,853.1573805391281,1127.6188158819969,7.10124887105574,9.293743144485504,lgbm
920,0.0932747664678445,0.0928614501751828,605.7149845612354,704.9190548352092,7.514973237360179,7.090991961555447,prophet
706,0.0932979122526267,0.097936729449188,503.2209728612473,491.56883882954537,7.7529480849430845,7.847908748675929,lgbm
49,0.0933225781642898,0.1085568992132434,704.8632512466334,775.4669714650704,7.1715668101083665,8.174227612540554,lgbm
758,0.0933449849411647,0.0879790553123593,452.2638182318648,451.3856556110542,7.356884973971255,7.261576665019626,prophet
689,0.0935534667170954,0.1008675933700881,633.0577493569041,647.5558516719323,8.111082050111266,8.166816888094292,lgbm
826,0.0936503757217875,0.1360282779393671,766.2392134009249,1085.2702800421555,7.256352754862429,10.974812928054172,lgbm
652,0.0937533457962811,0.1635179148121741,573.3265410846526,984.0304420430268,7.144525443478742,11.682000260563589,lgbm
1071,0.0938490579795728,0.0953760368958411,572.3335139202632,565.283835584374,7.592825041479184,7.805117559702815,lgbm
837,0.0939063370593464,0.1942598897285003,382.53524994293593,590.8106151377242,8.400851150966464,14.916684501302418,lgbm
422,0.0939926502941244,0.1106713944692404,406.42209901557334,527.0476248956973,7.640421540752474,9.172483127796063,lgbm
622,0.0940527384950403,0.1239567367469145,417.67414920092136,518.4440117621156,7.581130541653444,9.742239399829264,lgbm
756,0.094101740738388,0.1258787734048455,1351.1741100336271,1742.1228747576092,6.995858867553426,8.484593219957128,lgbm
81,0.0941039564772584,0.1002293310054204,759.0468530107667,815.4102701075109,7.6871271240209555,8.130204899420637,lgbm
1022,0.0941658947449895,0.1532353608917574,578.3832661350269,942.0236392409722,7.369460371192324,12.113876882051544,lgbm
359,0.0941755110857374,0.087557895263177,633.6654351826866,591.6666114674117,7.676714624907417,7.37178010105827,prophet
157,0.0941783313914028,0.1246665508697239,872.1385308180502,1110.8271952821526,7.03842102784606,9.859969131856277,lgbm
922,0.0941912172299271,0.1388311233918905,706.1777374239393,954.6159510014744,7.523487667034592,10.918458129380838,lgbm
95,0.094214486490757,0.1113117694714146,599.9030082001101,747.1783923980254,6.936865235862862,8.052800847315828,lgbm
353,0.0942238116877612,0.0920779420718009,580.5349024249405,675.4847891303037,6.567019997933688,7.4714339784115,prophet
919,0.0942413919502866,0.1492370384956786,483.32118787464697,724.2237029482762,7.098427738008965,11.437367967062714,lgbm
806,0.0942510537072082,0.1693834271781054,644.1354147712436,975.8274822638124,7.882693786613151,12.510088596814972,lgbm
227,0.0943860911429632,0.1448412589319556,513.1797676967619,764.3894949718397,7.0584050082588625,11.213333546558571,lgbm
25,0.0944864615809273,0.1156117625758599,967.1367189154076,1303.038494248455,7.461101663659045,8.918721705624472,lgbm
1072,0.0945049367575115,0.1330166495404309,623.3949417526369,860.8159378229136,7.452455597632794,11.718805333750304,lgbm
151,0.0945585173188303,0.1217827371990659,691.0361611173165,894.4422003359798,7.353720356913357,10.079580274740236,lgbm
769,0.0946193141932831,0.1075897968345461,1256.5100667763156,1333.7882491690125,7.724460752288434,8.341405725242021,lgbm
326,0.0947205589382502,0.132526442297658,507.6280393217475,654.4982590741796,7.892739011624629,9.619337850070677,lgbm
874,0.0948014282185946,0.1033155506765257,480.938311688639,526.1673478248033,8.417387257284695,8.565603682997653,lgbm
959,0.0948046013281444,0.1170390087548862,614.7556069501459,891.5163072212938,7.549017071442199,8.827570704852635,lgbm
5,0.0949278084419144,0.2095318936463662,437.32449409530346,815.673140847903,7.8564880249558335,16.95195972343358,lgbm
375,0.0952525354989851,0.1439668368002394,832.2948152959926,1376.0770789148,7.681216989529109,11.40908355349694,lgbm
789,0.0953137497864295,0.0823102196797214,383.1801785206054,333.12865838571514,7.642115373515996,6.881063559416633,prophet
85,0.0953156867452126,0.0897274814081957,705.5027848593854,666.2407297508385,8.2185171471924,6.726823209245946,prophet
484,0.0953167961822194,0.1063409617122999,783.0317634854271,829.3724635776682,7.630289984111821,8.87844628683403,lgbm
364,0.0953975978146396,0.1143631876712274,489.7882849494005,654.6951718563115,7.708725864553561,10.017603632146526,lgbm
525,0.0954833326217849,0.1093692154850978,869.310466245204,995.448239604712,7.6410856914129,9.40230272085494,lgbm
108,0.0955185805737373,0.1318467027123092,1100.5158542931415,1497.985102198411,7.418478674699886,11.291230799265088,lgbm
193,0.0955540320215791,0.1297813606253424,541.5973593635024,727.0920337008224,8.205389512688521,10.630201093055298,lgbm
1040,0.0956053089871794,0.1309400291556973,802.0743838205365,1150.5208770686838,7.709334032119192,9.75985734575795,lgbm
64,0.0956484983418255,0.1255695830620254,1075.368859769377,1481.8105362928686,7.426846299149682,10.487506301784068,lgbm
323,0.0956780887359814,0.0870722911248192,721.5068125249466,683.5479616772374,7.66001092916069,7.131683615305801,prophet
436,0.0957175420962068,0.1143484898115545,507.8967550231718,622.1972670204945,7.393542230954648,8.834928280224503,lgbm
640,0.0957205479813202,0.1233719612614131,1095.1522155529108,1436.0208154589438,7.1118427807241185,10.130954548200668,lgbm
191,0.0957380192955567,0.1294983007100087,704.6108801273593,863.5161481235899,7.444017564489247,10.275117655330376,lgbm
533,0.0957769854015198,0.1297920947371128,1079.9769505773672,1376.6809657842646,7.722130818248396,10.66826733679232,lgbm
111,0.095793277358233,0.1225105008674192,603.5106303865339,839.9848341437394,7.5866551383414995,10.19899565967879,lgbm
637,0.0959994352566966,0.0751454380171854,849.5725674688118,696.8207445685575,7.091787117423341,6.32403060530143,prophet
362,0.0960845016012879,0.0997844424681669,853.5367906979035,936.0135282539744,7.53689292590393,7.676533111128131,lgbm
760,0.0960973032436622,0.074663222215993,810.0096786264266,645.9027866910271,7.5004542268828525,6.23637738656391,prophet
631,0.0962059460314284,0.1356824208927609,491.96077406056366,799.1742156261824,7.858994495919366,11.37135382998481,lgbm
356,0.0962343194751429,0.096211838265686,607.4697718658329,622.9413390411187,8.38367696117045,8.239530680029832,prophet
946,0.0962383651395081,0.1089500809466047,411.54215334820555,513.9212988582764,7.632515247822988,8.337174952512159,lgbm
459,0.0963114972561909,0.1156046306440823,841.7910052473322,1147.2070322762847,7.442610089232088,9.420713611936264,lgbm
574,0.0963621239507598,0.1246272150126003,914.658423504101,1079.470631832886,7.677217028067786,9.638170154931156,lgbm
352,0.096416027754891,0.1051106243682699,623.095834723936,702.8051284582107,7.814853232866597,8.71573814224285,lgbm
357,0.0964924612285992,0.106233316524584,711.3012766203703,919.0774328114138,6.8722536149442774,9.080825319072602,lgbm
672,0.0964977971244447,0.1015557287396967,796.4181235577244,835.1471665344051,7.7267382577983,7.669805592366137,lgbm
723,0.0966065687158658,0.1247605930074375,753.5531568537075,979.8056267502805,7.887926789587479,9.723730086878488,lgbm
883,0.0966847868973442,0.1429950710542557,423.939855995886,566.9718607070911,7.944008212596192,11.356175748680611,lgbm
819,0.0967171916896565,0.1116808796761564,541.7272780563108,582.9044565149286,8.096171489944183,8.356819533413832,lgbm
1067,0.0968913817463993,0.1084621046889025,610.9853572372422,635.8720751223788,7.242341490084643,9.073576274908602,lgbm
277,0.0969120282535974,0.1367019645444062,547.8971349540758,770.4958927475128,7.351635618711525,10.284252231274284,lgbm
233,0.0970276245144482,0.0966628660401519,894.5092412173926,925.0142223821052,7.534556551907556,8.014154891905601,prophet
866,0.0970417672613011,0.1071204030082518,636.1385985489374,642.5471079961316,7.852245877071275,8.396702919434173,lgbm
